,text,text_2,score,length
1577,Complementariedad,nongovernmental,9.90340545667448,32
1580,LIFENaturaleza,CristianoDemócrata,9.903352118417173,32
1612,CristianoDemócrata,directivamarco,9.902945783555333,32
1613,Interparlamentario,Presupuestario,9.902945550164844,32
1629,Interuniversitaire,Interamericana,9.902786559269888,32
1632,CristianoDemócrata,espantapájaros,9.90275077721311,32
1640,BoumedienneThiery,EuropaIzquierda,9.902606496046056,32
1642,Euromediterráneo,EuropeaIzquierda,9.902568673726254,32
1644,Stimmbürgerschaft,Handlungsbedarf,9.902560754200108,32
1654,Europafortaleza,BruselasAmsterdam,9.902379731458435,32
1659,Wohlfahrtsverbände,LIFENaturaleza,9.90228654353872,32
1701,Finanzminister,Interuniversitaire,9.901596507740006,32
1723,Interamericana,Interparlamentario,9.901215457909815,32
1725,Intergubernamentales,Beaconsfield,9.901187971548266,32
1729,turcochipriota,CristianoDemócrata,9.901097113621981,32
1763,VodafoneMannesmann,Managementknow,9.900613420051945,32
1769,Vallelelersundi,BruselasAmsterdam,9.900545029587288,32
1822,liberalizadores,BruselasAmsterdam,9.899967193569797,32
1841,juridictionnel,Interuniversitaire,9.89967188505834,32
1848,reglamentomarco,superdiplomáticos,9.899532647843506,32
1859,BoumedieneThiery,EuropeaIzquierda,9.899461755379846,32
1868,Hispanoamérica,CristianoDemócrata,9.89933135738504,32
1928,euromediteránea,toxicodependencia,9.898406113861512,32
1931,Finanzminister,Interinstitucional,9.8983179031246,32
1981,VodafoneMannesmann,juridictionnel,9.897701164391016,32
1982,CreutzfeldtJacob,EuropeaIzquierda,9.897685838513953,32
1989,KreisslDörfler,VodafoneMannesmann,9.89761467737181,32
2005,disfuncionamientos,Rechtsakademie,9.897373272822303,32
2006,BadenWürttemberg,EuropeaIzquierda,9.897370673345357,32
2013,Managementknow,disfuncionamientos,9.897210217327693,32
2028,BoumedieneThiery,Euromediterráneo,9.897012647347355,32
2030,Managementknow,HamburgoCopenhague,9.89696380394508,32
2043,overthecounter,Intergubernamental,9.896839367404075,32
2061,BasseNormandie,disfuncionamientos,9.896585994540217,32
2070,BruselasAmsterdam,Latinoamericano,9.896501862095485,32
2108,Steuereintreiber,CreutzfeldtJacob,9.89593498328089,32
2122,Höhereinstufungen,circunscribiera,9.895746647458347,32
2163,Complementariedad,EuropaIzquierda,9.895248250750026,32
2165,judeocristiano,Interuniversitaire,9.895231845021291,32
2182,Rechtsakademie,HamburgoCopenhague,9.895029368017163,32
2185,Höhereinstufungen,EuropaIzquierda,9.894971887584308,32
2222,Vallelelersundi,BoumedienneThiery,9.894464389826368,32
2263,SurEuropaAtlántico,espantapájaros,9.894099031424107,32
2292,Interuniversitaire,Vicepresidenta,9.893784594674965,32
2296,Interuniversitaire,Matabelelandia,9.893749127397571,32
2306,SurEuropaAtlántico,LIFENaturaleza,9.89368820172113,32
2308,Presupuestario,CristianoDemócrata,9.893656874027304,32
2325,comunitarización,upadministration,9.893449433178583,32
2388,LIFENaturaleza,HamburgoCopenhague,9.89278955722498,32
2415,BruselasAmsterdam,euromediteránea,9.89246663894261,32
2445,CristianoDemócrata,Centroafricana,9.892161295227893,32
2452,circunscribiera,toxicodependencia,9.892100007159451,32
2469,Rechtsakademie,Wohlfahrtsverbände,9.891899847102469,32
2478,QuisthoudtRowohl,EuropeaIzquierda,9.891820897681669,32
2498,toxicodependencia,liberalizadores,9.891664932352205,32
2578,disfuncionamientos,Vicepresidente,9.890912213009415,32
2600,BadenWürttemberg,BoumedieneThiery,9.890653782590512,32
2618,MatikainenKallström,Installations,9.890506568752643,32
2628,LIFENaturaleza,VodafoneMannesmann,9.890395632842859,32
2669,Constitucionales,Socialdemócratas,9.889940100831257,32
2684,ParísStGermain,SurEuropaAtlántico,9.889845538025176,32
2703,Handlungsbedarf,coresponsabilidad,9.889623273779662,32
2706,Interamericana,CristianoDemócrata,9.889601149569243,32
2731,EuropeaIzquierda,Socialdemócratas,9.889326338650877,32
2785,VodafoneMannesmann,Interamericana,9.888772235498207,32
2799,disfuncionamientos,Vicepresidenta,9.888644513489478,32
2852,MatikainenKallström,Mainstreaming,9.888037150965198,32
2853,PSEVertsALEGUENGL,BushillMatthews,9.888032026169512,32
2866,judeocristiano,disfuncionamientos,9.887875684983987,32
2893,Presupuestario,Interparlamentaria,9.887662379362594,32
2898,Vicepresidentes,Complementariedad,9.887590843531914,32
2904,Intergubernamentales,Experimental,9.88753817813946,32
2933,Interuniversitaire,Presupuestaria,9.887194537913711,32
2935,BoumedienneThiery,circunscribiera,9.887166996821295,32
2963,Matabelelandia,HamburgoCopenhague,9.88691602015834,32
3024,Intergubernamentales,Polluterpays,9.88643508904239,32
3031,Diamantopoulou,CristianoDemócrata,9.886398056810245,32
3042,SurEuropaAtlántico,Rechtsakademie,9.886319217370342,32
3097,directivamarco,Interuniversitaire,9.885943089184535,32
3193,EuropeaIzquierda,Steuereintreiber,9.885168881209726,32
3230,Constitucionales,upadministration,9.884799315348154,32
3263,Intergubernamentales,Sheperdstown,9.884451849169047,32
3272,Presupuestario,Interuniversitaire,9.884365210519444,32
3287,toxicodependencia,EuropaIzquierda,9.884279924237166,32
3294,KreisslDörfler,HamburgoCopenhague,9.884239473380283,32
3305,Finanzminister,VodafoneMannesmann,9.884182320390071,32
3340,Interuniversitaire,Centroafricana,9.88392071075337,32
3417,Interparlamentario,judeocristiano,9.883231028624625,32
3494,LIFENaturaleza,Interparlamentario,9.882611481801803,32
3555,Intergubernamentales,Matabeleland,9.882095884101682,32
3612,CristianoDemócrata,Característico,9.881682774206045,32
3620,Wohlfahrtsverbände,BasseNormandie,9.881579435137528,32
3641,Interinstitucional,Proporcionales,9.881431251356622,32
3662,BoumedienneThiery,DuffVoggenhuber,9.881233011527254,32
3677,Intergubernamentales,RothBehrendt,9.881102661859062,32
3702,reglamentomarco,BruselasAmsterdam,9.880925705936821,32
3732,LIFENaturaleza,Interparlamentaria,9.880661235482455,32
3737,VodafoneMannesmann,Centroafricana,9.88060210451253,32
3738,QuisthoudtRowohl,BadenWürttemberg,9.880592106153145,32
3743,desresponsabiliza,Europafortaleza,9.880562237948794,32
3749,Socialdemócratas,preabolicionista,9.880509671444655,32
3751,CristianoDemócrata,Matabelelandia,9.88048992266108,32
3774,nongovernmental,BruselasAmsterdam,9.880356227443333,32
3789,Interinstitucional,LIFENaturaleza,9.880250445544284,32
3805,Intergubernamentales,Occidentales,9.880152147217755,32
3809,ParísStGermain,Interuniversitaire,9.880106951756819,32
3818,BruselasAmsterdam,circunscribiera,9.880009045038474,32
3823,SOSDemocracia,LanguedocRoussillon,9.87996615832916,32
3867,Vicepresidenta,Interparlamentario,9.879704692489586,32
3886,BruselasAmsterdam,BushillMatthews,9.87960623444416,32
3910,Socialdemócratas,upadministration,9.87941898409259,32
3925,Matabelelandia,Intergubernamental,9.879339762840566,32
4009,Interamericana,HamburgoCopenhague,9.87868018866062,32
4071,judeocristiano,HamburgoCopenhague,9.878268172481391,32
4082,outsourcing,sobrecomercialización,9.878243665252564,32
4109,Vicepresidentes,BruselasAmsterdam,9.878135126667322,32
4130,MatikainenKallström,Kitzsteinhorn,9.877941579768407,32
4184,Handlungsbedarf,Höhereinstufungen,9.877592416689234,32
4204,BushillMatthews,Complementariedad,9.877509532092336,32
4219,BoumedienneThiery,Handlungsbedarf,9.87736615369229,32
4242,Vicepresidencia,Höhereinstufungen,9.877218239140674,32
4269,implementation,CristianoDemócrata,9.877042263769622,32
4290,MatikainenKallström,mainstreaming,9.87688032142081,32
4317,judeocristiano,VodafoneMannesmann,9.876706608610746,32
4319,Wohlfahrtsverbände,Vicepresidenta,9.876698069072361,32
4360,Diamantopoulou,Interparlamentario,9.876444921192006,32
4365,SurEuropaAtlántico,turcochipriota,9.876405215026251,32
4412,Intergubernamental,Finanzminister,9.87598337510163,32
4415,Complementariedad,reglamentomarco,9.875975313460742,32
4417,DuffVoggenhuber,BruselasAmsterdam,9.87596552142375,32
4448,CristianoDemócrata,administration,9.875813148639832,32
4480,Interparlamentario,apaciguamiento,9.875632265742949,32
4486,Interamericana,Intergubernamental,9.875589007948575,32
4496,VodafoneMannesmann,Matabelelandia,9.875505333991887,32
4517,toxicodependencia,Handlungsbedarf,9.875357516009757,32
4621,Interuniversitaire,Proporcionales,9.874717985303688,32
4641,Höhereinstufungen,euromediteránea,9.874648757133741,32
4693,Centroafricana,HamburgoCopenhague,9.874218891843917,32
4705,CristianoDemócrata,ParísStGermain,9.874148908514016,32
4725,Interuniversitaire,Rechtsakademie,9.873998285864092,32
4806,Vicepresidenta,Interparlamentaria,9.87346007931864,32
4820,DuffVoggenhuber,Höhereinstufungen,9.873308003174127,32
4848,judeocristiano,Interparlamentaria,9.873105846232594,32
4904,Interparlamentario,Vicepresidente,9.87268214932687,32
4997,Interuniversitaire,OloronCanfranc,9.872073287762431,32
5016,Complementariedad,trastrocamiento,9.871943880938685,32
5021,Wohlfahrtsverbände,Managementknow,9.87193165672239,32
5069,apaciguamiento,Interparlamentaria,9.87168063061467,32
5072,Thermonuclear,MatikainenKallström,9.871649372939423,32
5126,Intergubernamentales,Gyllenhammar,9.871272178185958,32
5167,Intergubernamental,BasseNormandie,9.8709963418614,32
5174,confrontándola,CristianoDemócrata,9.870951167486751,32
5190,Intergubernamentales,Commonwealth,9.87086298450919,32
5207,directivamarco,Interparlamentario,9.87075157212529,32
5226,Interuniversitaire,Vicepresidente,9.870605212722051,32
5241,EuropaIzquierda,Stimmbürgerschaft,9.8705522356821,32
5246,Intergubernamentales,Frankenbouff,9.870508262101277,32
5253,Intergubernamentales,Multilateral,9.870436212824309,32
5266,OloronCanfranc,HamburgoCopenhague,9.870348756397425,32
5281,Wohlfahrtsverbände,Presupuestaria,9.870249054462512,32
5312,Intergubernamental,Vicepresidente,9.870046194261743,32
5353,KreisslDörfler,Intergubernamental,9.869803515847718,32
5405,disfuncionamientos,juridictionnel,9.869511677954193,32
5530,confrontándola,SurEuropaAtlántico,9.868780982308976,32
5540,Intergubernamentales,Gobernadores,9.868700888599186,32
5568,BoumedienneThiery,Vicepresidentes,9.868555420497175,32
5616,Interparlamentario,abastecimiento,9.868273724200629,32
5642,Interamericana,Wohlfahrtsverbände,9.868149638333225,32
5678,judeocristiano,Wohlfahrtsverbände,9.867980597375714,32
5697,HamburgoCopenhague,BasseNormandie,9.867885681373597,32
5704,Interuniversitaire,Managementknow,9.867839860065075,32
5795,apaciguamiento,Intergubernamental,9.867285301146481,32
5823,circunscribiera,superdiplomáticos,9.867133819051372,32
5851,trastrocamiento,BoumedienneThiery,9.867010188849665,32
5877,Interparlamentaria,directivamarco,9.866860323759855,32
5897,Diamantopoulou,Interparlamentaria,9.866731094528033,32
5921,Complementariedad,Vallelelersundi,9.866635949892563,32
5953,juridictionnel,HamburgoCopenhague,9.866462940312385,32
6062,VodafoneMannesmann,Rechtsakademie,9.865892810266665,32
6070,Presupuestaria,HamburgoCopenhague,9.86586506594257,32
6094,euromediteránea,BoumedienneThiery,9.865730650011624,32
6108,Vicepresidentes,Höhereinstufungen,9.865683924912712,32
6118,Interparlamentario,overthecounter,9.865624823186065,32
6121,Caleidoscopio,LanguedocRoussillon,9.865610195145461,32
6122,CALEIDOSCOPIO,LanguedocRoussillon,9.865610195145461,32
6156,reglamentomarco,BoumedienneThiery,9.865406846550888,32
6190,SurEuropaAtlántico,OloronCanfranc,9.865272221780412,32
6214,disfuncionamientos,Interamericana,9.865117341308755,32
6296,desresponsabiliza,circunscribiera,9.864733642269886,32
6297,Vicepresidenta,Intergubernamental,9.864730353833826,32
6317,Vicepresidente,Wohlfahrtsverbände,9.864580257289251,32
6349,toxicodependencia,nongovernmental,9.864417469786321,32
6353,Intergubernamental,Rechtsakademie,9.8644085957449,32
6355,Steuereintreiber,QuisthoudtRowohl,9.864400195916808,32
6357,Frankenbouff,carreteraferrocarril,9.864390774337526,32
6399,Steuereintreiber,BoumedieneThiery,9.864113887384017,32
6522,implementation,Intergubernamental,9.863576707195532,32
6583,LanguedocRoussillon,Wolverhampton,9.863261534552478,32
6601,EuropeaIzquierda,Constitucionales,9.86319994003644,32
6661,Vicepresidente,Interparlamentaria,9.862851180886805,32
6689,BoumédienneThiery,euromediteránea,9.86266694031383,32
6736,upadministration,EuropeaIzquierda,9.86249258159065,32
6772,Schweigepflicht,BruselasAmsterdam,9.862343730853102,32
6832,Interparlamentario,descubrimiento,9.86202941189637,32
6889,Interinstitucional,administration,9.861740321436097,32
6900,CristianoDemócrata,Vicepresidenta,9.861646027087694,32
6909,Matabelelandia,disfuncionamientos,9.861596663605363,32
6917,KreisslDörfler,Interparlamentario,9.861535130230994,32
6968,EuropaIzquierda,PSEVertsALEGUENGL,9.861252364290934,32
7031,BruselasAmsterdam,pedopornografía,9.860953547034297,32
7085,administration,Interuniversitaire,9.86073699532611,32
7101,Höhereinstufungen,Institucionales,9.860693342014512,32
7117,Institucionales,BruselasAmsterdam,9.86061557829278,32
7154,VodafoneMannesmann,BasseNormandie,9.860403864694081,32
7160,espantapájaros,HamburgoCopenhague,9.860377939048359,32
7224,HamburgoCopenhague,Presupuestario,9.859995082396807,32
7295,israelípalestina,Socialdemócratas,9.859628187706475,32
7330,BoumedienneThiery,nongovernmental,9.859461392939197,32
7401,juridictionnel,Wohlfahrtsverbände,9.85913431932142,32
7464,Proporcionales,Wohlfahrtsverbände,9.858944048603078,32
7473,Presupuestario,Wohlfahrtsverbände,9.858906386775246,32
7525,toxicodependencia,Institucionales,9.858689735408342,32
7582,Diamantopoulou,VodafoneMannesmann,9.858505663418496,32
7614,LanguedocRoussillon,Vallelersundi,9.858376059326883,32
7616,SurEuropaAtlántico,Presupuestaria,9.858362301250597,32
7633,liberalizadores,superdiplomáticos,9.858313802832209,32
7649,Nabucodonosor,MatikainenKallström,9.858266856308273,32
7769,Latinoamericano,Höhereinstufungen,9.857788822224832,32
7789,confrontándola,disfuncionamientos,9.857733639415295,32
7868,VodafoneMannesmann,implementation,9.857375954386393,32
7898,EuropaIzquierda,desresponsabiliza,9.857247545643434,32
7932,SurEuropaAtlántico,implementation,9.8571381982089,32
8006,turcochipriota,Interparlamentario,9.856784501985594,32
8047,administration,disfuncionamientos,9.856609953312008,32
8084,Bankgeheimnis,LanguedocRoussillon,9.856439023583377,32
8090,LanguedocRoussillon,Nabucodonosor,9.85640921072011,32
8142,Matabelelandia,SurEuropaAtlántico,9.856201535796872,32
8157,SurEuropaAtlántico,Presupuestario,9.856125703217192,32
8184,SurEuropaAtlántico,administration,9.856000753383254,32
8315,QuisthoudtRowohl,upadministration,9.855520518636595,32
8320,desfiscalización,upadministration,9.855500810373139,32
8331,Latinoamericano,BoumedienneThiery,9.855443203606326,32
8339,Interparlamentaria,abastecimiento,9.855424883332326,32
8403,Centroafricana,Interparlamentaria,9.85513351117387,32
8521,VodafoneMannesmann,Proporcionales,9.854524329890236,32
8545,Interuniversitaire,Diamantopoulou,9.85445879805546,32
8558,Interuniversitaire,nachweislichen,9.854371760205968,32
8565,descubrimiento,Interparlamentaria,9.85432849977965,32
8566,KreisslDörfler,Interparlamentaria,9.854327438870623,32
8591,Encefalopatía,LanguedocRoussillon,9.854213603199844,32
8651,HamburgoCopenhague,turcochipriota,9.853981307904995,32
8654,Vallelelersundi,desresponsabiliza,9.8539772929269,32
8684,VodafoneMannesmann,directivamarco,9.853835066407688,32
8688,LanguedocRoussillon,Thermonuclear,9.853821836805023,32
8707,Encefalopatía,MatikainenKallström,9.853756700975978,32
8832,imprescindibilidad,juridictionnel,9.853315808886222,32
8883,superdiplomáticos,socioeconómicio,9.853117356687346,32
8964,Interparlamentario,Centroafricana,9.852825499547977,32
8997,LanguedocRoussillon,Alyssandrakis,9.852685561364563,32
9014,overthecounter,Interparlamentaria,9.852612233925583,32
9024,Interuniversitaire,BasseNormandie,9.85258135424597,32
9036,CreutzfeldtJacob,Socialdemócratas,9.852533610862455,32
9072,BoumédieneThiery,Euromediterráneo,9.852393753870057,32
9082,Europeasocios,LanguedocRoussillon,9.852370941835956,32
9090,KreisslDörfler,Interinstitucional,9.852343342519964,32
9092,Vicepresidencia,BruselasAmsterdam,9.852339823492436,32
9121,Interinstitucional,OloronCanfranc,9.852205643272256,32
9122,PSEVertsALEGUENGL,Vicepresidentes,9.852203401039462,32
9129,Intervendría,Intergubernamentales,9.852177388565137,32
9149,desresponsabiliza,Vicepresidencia,9.852123965776446,32
9179,Handlungsbedarf,desresponsabiliza,9.852029819582896,32
9221,HamburgoCopenhague,Proporcionales,9.851898636511155,32
9223,nachweislichen,CristianoDemócrata,9.851885848084656,32
9300,Intergubernamentales,Escandinavia,9.851606391840583,32
9307,trastrocamiento,BruselasAmsterdam,9.85157144633665,32
9374,overstretching,HamburgoCopenhague,9.851313012641192,32
9389,Stimmbürgerschaft,circunscribiera,9.851246791271842,32
9412,pedopornografía,superdiplomáticos,9.851164505847201,32
9441,Intergubernamentales,Herzogenrath,9.85104894721764,32
9454,Vallelelersundi,PSEVertsALEGUENGL,9.850993504045496,32
9498,OloronCanfranc,Interparlamentario,9.850853111961987,32
9531,VodafoneMannesmann,administration,9.850769862594568,32
9537,Vicepresidenta,HamburgoCopenhague,9.85074661847803,32
9599,coresponsabilidad,EuropaIzquierda,9.850496659193672,32
9706,DuffVoggenhuber,Complementariedad,9.850109259612418,32
9716,Complementariedad,circunscribiera,9.850071257473958,32
9735,liberalizadores,Complementariedad,9.849998065995205,32
9758,Interuniversitaire,implementation,9.849925845536632,32
9762,VodafoneMannesmann,Presupuestaria,9.849916500026241,32
9800,Interparlamentaria,OloronCanfranc,9.849803832905536,32
9874,QuisthoudtRowohl,Socialdemócratas,9.849551038075289,32
9885,carreteraferrocarril,Quetzalcoatl,9.849501853713669,32
9897,Euromediterráneo,CreutzfeldtJacob,9.849467547877111,32
9961,desresponsabiliza,socioeconómicio,9.849256618786812,32
10107,disgregaciones,Interinstitucional,9.848758301089157,32
10110,directivamarco,HamburgoCopenhague,9.848749817966775,32
10121,Europafortaleza,PSEVertsALEGUENGL,9.848713340440284,32
10176,Interparlamentario,espantapájaros,9.848536039235231,32
10189,Sheperdstown,carreteraferrocarril,9.84849209101064,32
10203,demócratacristiana,espantapájaros,9.848440827395121,32
10207,proyectomarco,MatikainenKallström,9.848423728710634,32
10210,SurEuropaAtlántico,Managementknow,9.848411273998645,32
10229,Wohlfahrtsverbände,directivamarco,9.848358669941966,32
10246,Interuniversitaire,overthecounter,9.848301624758248,32
10289,overstretching,VodafoneMannesmann,9.84816827627961,32
10290,HamburgoCopenhague,confrontándola,9.84816177494992,32
10581,CristianoDemócrata,Managementknow,9.847189881173467,32
10582,euromediteránea,desresponsabiliza,9.847187338508506,32
10588,Interuniversitaire,overstretching,9.847178551292433,32
10595,Höhereinstufungen,nongovernmental,9.847155373049215,32
10607,febreromarzo,Intergubernamentales,9.847112037189374,32
10622,espantapájaros,Interparlamentaria,9.847080489286729,32
10650,MatikainenKallström,Bankgeheimnis,9.846988073223935,32
10690,imprescindibilidad,indivisibility,9.84687512760068,32
10779,BadenWürttemberg,Euromediterráneo,9.846570823714238,32
10949,disfuncionamientos,Finanzminister,9.845915510144472,32
10983,VodafoneMannesmann,overthecounter,9.84581000326627,32
11026,KreisslDörfler,imprescindibilidad,9.845687630162024,32
11028,CreutzfeldtJacob,BoumedieneThiery,9.845684094952604,32
11051,Complementariedad,Latinoamericano,9.845585467157093,32
11100,Wohlfahrtsverbände,OloronCanfranc,9.84540579502944,32
11141,Intergubernamental,juridictionnel,9.845261423431849,32
11148,Schweigepflicht,PSEVertsALEGUENGL,9.845251091029317,32
11375,MatikainenKallström,Wolverhampton,9.844469104020568,32
11396,Euromediterráneo,upadministration,9.844399150742822,32
11454,Guardacostas,Intergubernamentales,9.84419324530223,32
11471,Mainstreaming,LanguedocRoussillon,9.844145858498193,32
11504,Latinoamericano,Stimmbürgerschaft,9.844030946698831,32
11509,Interparlamentaria,Hispanoamérica,9.844016332847895,32
11521,CristianoDemócrata,juridictionnel,9.843986970561259,32
11537,LanguedocRoussillon,autoimpusiera,9.84393204791698,32
11546,coresponsabilidad,responsabilidad,9.84390791442044,32
11547,responsabilidad,coresponsabilidad,9.84390791442044,32
11549,Intergubernamentales,escandinavia,9.843904537582418,32
11562,Interparlamentaria,turcochipriota,9.843858246832545,32
11689,VodafoneMannesmann,Presupuestario,9.843478396521121,32
11714,demócratacristiana,confrontándola,9.843394019742899,32
11715,Schweigepflicht,desresponsabiliza,9.84339345653647,32
11746,Interuniversitaire,Hispanoamérica,9.843291704669113,32
11756,Interparlamentario,Finanzminister,9.843267048324154,32
11823,Complementariedad,Europafortaleza,9.843048871178853,32
11844,desfiscalización,mercantilización,9.84296771854811,32
11859,HamburgoCopenhague,Biotecnologías,9.842935137380321,32
11921,Höhereinstufungen,Schweigepflicht,9.842706436212975,32
11975,Wohlfahrtsverbände,espantapájaros,9.842570457970046,32
11984,LanguedocRoussillon,GarciaOrcoyen,9.842551584778391,32
11990,comunitarización,mercantilización,9.842530707988248,32
11999,Consumidores,Intergubernamentales,9.842508537642683,32
12076,comunitarización,infrautilización,9.842286947444558,32
12140,Hispanoamérica,Interparlamentario,9.842093859621706,32
12152,Europafortaleza,superdiplomáticos,9.84206194902148,32
12167,infrautilización,desfiscalización,9.842000329609638,32
12172,abastecimiento,Intergubernamental,9.841974045081397,32
12215,desfiscalización,comercialización,9.841843837393228,32
12228,Intergubernamentales,Transilvania,9.841811349977917,32
12349,Intergubernamentales,Quetzalcoatl,9.841404170266653,32
12400,nachweislichen,SurEuropaAtlántico,9.841230204738563,32
12459,proceedings,sobrecomercialización,9.841076075215781,32
12464,CristianoDemócrata,BasseNormandie,9.841059117102658,32
12486,VodafoneMannesmann,homgeneización,9.84097390080203,32
12672,Intergubernamentales,USDepartment,9.840465175384935,32
12685,gobernación,sobrecomercialización,9.840427202688948,32
12786,Interinstitucional,judeocristiano,9.840132220927647,32
12861,Trabajadores,Intergubernamentales,9.839914508182428,32
13200,Cederschiöld,Intergubernamentales,9.838942061883264,32
13220,LIFENaturaleza,Intergubernamental,9.838875221198144,32
13263,Institucionales,coresponsabilidad,9.838723144400157,32
13274,confrontándola,Wohlfahrtsverbände,9.838703094311622,32
13289,PSEVertsALEGUENGL,liberalizadores,9.838660203945711,32
13336,confrontándola,Interparlamentaria,9.838540161823172,32
13390,acuerdomarco,Intergubernamentales,9.838371454282804,32
13410,EuropaIzquierda,superdiplomáticos,9.838320457395653,32
13449,turcochipriota,Interuniversitaire,9.8381958247947,32
13450,Diamantopoulou,Wohlfahrtsverbände,9.838189025120368,32
13463,Vicepresidente,HamburgoCopenhague,9.838150673994821,32
13540,Interparlamentario,confrontándola,9.837938521641544,32
13735,Complementariedad,Schweigepflicht,9.837400802502582,32
13739,Wohlfahrtsverbände,ParísStGermain,9.837389951426278,32
13761,preabolicionista,prohibicionistas,9.83733144852398,32
13766,desapariciçón,MatikainenKallström,9.837310008245366,32
13773,HamburgoCopenhague,implementation,9.837295480966674,32
13789,Interinstitucional,Interamericana,9.83725704800423,32
13828,Wohlfahrtsverbände,overstretching,9.83714796091255,32
13859,Constitucionales,QuisthoudtRowohl,9.837079746856126,32
13891,Wohlfahrtsverbände,Centroafricana,9.836999251671205,32
13899,coresponsabilidad,recuperabilidad,9.836974391177744,32
13971,CristianoDemócrata,Vicepresidente,9.83681249471365,32
14141,Interuniversitaire,Característico,9.836316838712628,32
14148,trastrocamiento,Höhereinstufungen,9.836301411155198,32
14161,Vallelelersundi,Stimmbürgerschaft,9.836277954533093,32
14212,disfuncionamientos,LIFENaturaleza,9.836153810769517,32
14294,directivamarco,disfuncionamientos,9.835944675842414,32
14391,QuisthoudtRowohl,Euromediterráneo,9.83563607371008,32
14451,CreutzfeldtJacob,Constitucionales,9.83546850104657,32
14525,Finanzplätze,Intergubernamentales,9.83523774986758,32
14529,pedopornografía,BoumedienneThiery,9.835229324734104,32
14579,juridictionnel,Interparlamentario,9.835112282004065,32
14582,LanguedocRoussillon,desapariciçón,9.835105777186696,32
14600,MatikainenKallström,francoalemana,9.835065042182885,32
14609,upadministration,CreutzfeldtJacob,9.83501767487234,32
14614,toxicodependencia,Europafortaleza,9.83499647504033,32
14621,Interuniversitaire,Constitucional,9.834970804092931,32
14634,ParísStGermain,Interparlamentario,9.834936756514033,32
14642,conveniomarco,MatikainenKallström,9.834927799620276,32
14733,confrontándola,Interuniversitaire,9.83468553034209,32
14811,LanguedocRoussillon,Communication,9.834501080824268,32
14830,MatikainenKallström,Communication,9.834436568130036,32
14850,Höhereinstufungen,BushillMatthews,9.834385132750427,32
14893,comunitarización,comercialización,9.834276393156014,32
14927,HamburgoCopenhague,disgregaciones,9.834214014885353,32
14941,MatikainenKallström,programamarco,9.834160896479604,32
14979,turcochipriota,disfuncionamientos,9.83408157670288,32
15004,Interinstitucional,Centroafricana,9.834027787201313,32
15014,MatikainenKallström,CALEIDOSCOPIO,9.834009551550643,32
15015,CALEIDOSCOPIO,MatikainenKallström,9.834009551550643,32
15049,toxicodependencia,trastrocamiento,9.833937411241498,32
15084,disfuncionamientos,Presupuestaria,9.833810948687294,32
15200,Europafortaleza,Stimmbürgerschaft,9.833460219696802,32
15206,coresponsabilidad,Vallelelersundi,9.833443540228885,32
15211,reglamentomarco,Höhereinstufungen,9.833434086588722,32
15267,BoumédieneThiery,BoumedieneThiery,9.833266206618125,32
15327,KreissDörfler,MatikainenKallström,9.833144042750074,32
15349,coresponsabilidad,Schweigepflicht,9.83308506969453,32
15362,LanguedocRoussillon,mainstreaming,9.833047069211057,32
15643,Interuniversitaire,espantapájaros,9.83235515380332,32
15700,VodafoneMannesmann,Vicepresidenta,9.832240131060297,32
15703,envalentonamiento,trastrocamiento,9.832232967646284,32
15756,disfuncionamientos,Presupuestario,9.832092019588,32
15805,juridictionnel,SurEuropaAtlántico,9.831952508220041,32
15886,toxicodependencia,condescendencia,9.831767068603831,32
15958,BoumedienneThiery,Schweigepflicht,9.831593591040793,32
15991,BasseNormandie,SurEuropaAtlántico,9.83150468628886,32
16087,QuisthoudtRowohl,preabolicionista,9.831250748689344,32
16119,CristianoDemócrata,KreisslDörfler,9.831176733118994,32
16176,toxicodependencia,vicepresidencia,9.831032162237877,32
16244,toxicodependencia,correspondencia,9.83087065648232,32
16345,equiparabilidad,coresponsabilidad,9.830666369017717,32
16440,coresponsabilidad,transversalidad,9.830455232441686,32
16452,antimediterráneo,Euromediterráneo,9.830417463392884,32
16483,sobrecomercialización,Kirguizstán,9.830339136793722,32
16496,Intergubernamentales,Subsahariana,9.830299760077825,32
16497,trastrocamiento,desencadenamiento,9.830291936969552,32
16524,VodafoneMannesmann,turcochipriota,9.830210302471658,32
16554,circunscribiera,coresponsabilidad,9.830139354019146,32
16565,liberalizadores,Höhereinstufungen,9.830119497553845,32
16604,demócratacristiana,ParísStGermain,9.830019244206026,32
16674,Interuniversitaire,Biotecnologías,9.829885579424326,32
16706,coresponsabilidad,inalienabilidad,9.829809923541541,32
16749,HamburgoCopenhague,Hispanoamérica,9.829735034825035,32
16828,toxicodependencia,DuffVoggenhuber,9.829530309363923,32
16932,Bankpersonal,Intergubernamentales,9.829285224348695,32
16988,nospecialfee,Intergubernamentales,9.829133225365931,32
17101,Toxicomanías,Intergubernamentales,9.828884788039064,32
17200,Finanzminister,Wohlfahrtsverbände,9.82860035466045,32
17254,preabolicionista,EuropeaIzquierda,9.828475077634193,32
17260,Socialdemócratas,BoumedieneThiery,9.828451726904317,32
17382,ParísStGermain,Interparlamentaria,9.828167244030647,32
17393,Biotecnologías,SurEuropaAtlántico,9.82814615238246,32
17613,autosatisfacción,comunitarización,9.827646291017322,32
17647,toxicodependencia,reglamentomarco,9.827542584866228,32
