,text,text_2,score,length
1292,Wolverhampton,CALEIDOSCOPIO,9.908331194934433,26
1293,Subsahariana,Cisjordania,9.908266572353718,23
1294,Ministerios,Territorios,9.908223820088221,22
1295,léducation,spécification,9.908223230360905,23
1296,Constituyente,Setecientos,9.908218920251466,24
1297,Carolina,Paasolinna,9.90820079183517,18
1298,Vicepresidentes,Interraciales,9.90817514337963,28
1299,Interuniversitaire,sobrecomercialización,9.908163504169263,39
1300,Developments,Intergubernamentales,9.908153085479315,32
1301,reponderación,Estadonación,9.908130464471478,25
1302,Vicepresidencia,Inteligencia,9.908121781196947,27
1303,Kazajstán,Daguestán,9.908114927458326,18
1304,toxicodependencia,Interuniversitaire,9.908085949143542,35
1305,superdiplomáticos,judeocristiano,9.908044768653992,31
1306,Consumidores,EuropaIzquierda,9.90802514070111,27
1307,Flèchard,Suchard,9.908017310229448,15
1308,Tomlinson,Robinson,9.908011259260995,17
1309,Convenciones,Associazione,9.907968145727272,24
1310,Intergubernamentales,BoumedienneThiery,9.907943786782953,37
1311,Interamericana,Toxicomanías,9.907917486149408,26
1312,Donaldson,Mendelson,9.90791015026521,18
1313,Independencia,Vicepresidentes,9.90789873351837,28
1314,Filipinas,Paasilinna,9.907857229754857,19
1315,Adenauer,Nassauer,9.907846430792635,16
1316,escandinavia,Matabelelandia,9.907840661652385,26
1317,programamarco,SurEuropaAtlántico,9.907832278459827,31
1318,Estadonación,federación,9.907829680016608,22
1319,Pesidencia,Independencia,9.907773404058615,23
1320,LIFENaturaleza,Atxalandabaso,9.907722368666427,27
1321,Normandía,Zelandia,9.907697190516835,17
1322,preotección,noalineación,9.907696341935692,23
1323,Sandbæk,Brundtland,9.907672860150385,17
1324,BruselasAmsterdam,KreisslDörfler,9.90767135909065,31
1325,homgeneización,constitución,9.90764895835875,26
1326,Steuereintreiber,KreissDörfler,9.907605083972902,29
1327,Sureste,Noreste,9.907582442365042,14
1328,Managementknow,BushillMatthews,9.90757905889298,29
1329,Setecientos,Vicepresidente,9.907570290173474,25
1330,Handlungsbedarf,Vallelelersundi,9.907563603323265,30
1331,Monetaria,Plenaria,9.907542487431067,17
1332,Institucionales,comunitarización,9.907526463680426,31
1333,VodafoneMannesmann,OloronCanfranc,9.90748905974409,32
1334,upadministration,mainstreaming,9.907469581236152,29
1335,Fundamentales,Centenares,9.907452586544757,23
1336,éticojurídico,técnicoeconómica,9.907411769707497,29
1337,Flichard,Suchard,9.90740323876884,15
1338,Federación,Fundación,9.90739002655149,19
1339,BruselasAmsterdam,Euromediterráneo,9.907339794472044,33
1340,Frankenbouff,Handlungsbedarf,9.907337817549811,27
1341,Wilhelmshaven,Matabelelandia,9.907320077511088,27
1342,Presupuestaria,LIFENaturaleza,9.907288592051168,28
1343,BruselasAmsterdam,PSEVertsALEGUENGL,9.907264570324534,34
1344,Constitucionales,Alyssandrakis,9.907246912083458,29
1345,Diamantopoulou,Encefalopatía,9.907242889821902,27
1346,LIFENaturaleza,Thermonuclear,9.907240490628684,27
1347,Llamémoslo,tengámoslo,9.907237778887731,20
1348,CristianoDemócrata,Armonizaremos,9.907217450517363,31
1349,desresponsabiliza,Interuniversitaire,9.907206388230458,35
1350,overthecounter,disfuncionamientos,9.90718656922309,32
1351,Guineanos,Atengámonos,9.907148182377833,20
1352,Veterinaria,Parlamentaria,9.907139103297157,24
1353,Sheperdstown,BushillMatthews,9.90713551096833,27
1354,Parlamentos,Reglamento,9.907098980612295,21
1355,Hispanoamérica,Americanos,9.90709455380484,24
1356,Associazione,Condiciones,9.90709334900214,23
1357,Debilitaría,Sanitaria,9.907078403175035,20
1358,Esterlina,Angelina,9.907055955681066,17
1359,Adriático,Atlántico,9.907054555987894,18
1360,socioeconómicio,decisiónmarco,9.907037800890615,28
1361,Coherencia,Inteligencia,9.907005553588757,22
1362,federación,fundación,9.906990682966967,19
1363,abastecimiento,Representante,9.90697399070002,27
1364,Interparlamentario,francoalemana,9.906947457286812,31
1365,Interinstitucional,transregional,9.906914663029063,31
1366,exigiéndola,plasmándola,9.90689004919703,22
1367,PSEVertsALEGUENGL,nongovernmental,9.90688500766204,32
1368,LIFENaturaleza,Guardacostas,9.90685877862293,26
1369,Matabelelandia,Groenlandia,9.906810579487042,25
1370,VodafoneMannesmann,Thermonuclear,9.906806049405006,31
1371,CristianoDemócrata,Subsecretario,9.906799271359437,31
1372,Independencia,Vicepresidente,9.906792498364227,27
1373,Vicepresidente,Presidenta,9.906774377099822,24
1374,BasseNormandie,Interparlamentaria,9.906767827956035,32
1375,reponderación,anualización,9.906749021124806,25
1376,preabolicionista,desapariciçón,9.906704636490218,29
1377,Stimmbürgerschaft,carreteraferrocarril,9.906686288194038,37
1378,BoumedienneThiery,Rechtsakademie,9.906648963483706,31
1379,Wohlfahrtsverbände,BoumedienneThiery,9.90664123351082,35
1380,Toxicología,Biotecnologías,9.906626607376834,25
1381,Territoriales,Interparlamentario,9.906606802810947,31
1382,espantapájaros,confrontándola,9.906587694663312,28
1383,Installations,LanguedocRoussillon,9.906582213952403,32
1384,Libertades,Gobernadores,9.906578292961054,22
1385,Departamento,Parlamento,9.90657674975706,22
1386,Wuermeling,ELearning,9.906544230624458,19
1387,Intergubernamentales,Rechtsakademie,9.906543201108278,34
1388,geschehen,abgebrochen,9.906542251322279,20
1389,Emblemático,Euroatlántica,9.906540258004489,24
1390,Matabelelandia,Vallelelersundi,9.906510742411744,29
1391,Gobernadores,EuropaIzquierda,9.906495672893632,27
1392,HamburgoCopenhague,Diamantopoulou,9.906489046020527,32
1393,BadenWürttemberg,CreutzfeldtJacob,9.906389556088257,32
1394,Ciudadanos,Ciudadano,9.906389211000832,19
1395,Paritaria,Comunitaria,9.906377603315317,20
1396,VodafoneMannesmann,Complementariedad,9.906357370654378,35
1397,KLMAlitalia,Subsahariana,9.906326336856967,23
1398,Jurídicos,Nórdicos,9.906307903593161,17
1399,Developments,Intergubernamental,9.906303584004183,30
1400,Comparándola,confrontándola,9.906293698130552,26
1401,nongovernmental,Interparlamentario,9.906260510137223,33
1402,Estrasburgo,Gotemburgo,9.906260149394754,21
1403,Alimentaria,Secretaría,9.906247993925927,21
1404,Secretaria,Alimentaria,9.906247993925927,21
1405,LanguedocRoussillon,Interuniversitaire,9.906236206017695,37
1406,judeocristiano,francoalemana,9.906219697347847,27
1407,anualización,constitución,9.90620869782865,24
1408,Hernández,Geberlandes,9.906200184804455,20
1409,Intergubernamental,Steuereintreiber,9.9061968909712,34
1410,KreisslDörfler,Intergubernamentales,9.906191428374001,34
1411,Bowman,Cashman,9.906187400128601,13
1412,Wijkman,Bouwman,9.906172154236746,14
1413,reglamentomarco,Latinoamericano,9.906131448957305,30
1414,Socialdemócratas,Europafortaleza,9.906119863400917,31
1415,planteándola,anticipándome,9.90611053796759,25
1416,Emergencia,Pesidencia,9.906106944657848,20
1417,toxicodependencia,Vicepresidente,9.906093308006716,31
1418,Conservador,Crossborder,9.90607987141532,22
1419,Occidentales,Tempestades,9.906063344652058,23
1420,Procedencia,Asistencia,9.906061116020293,21
1421,Armonizaremos,Synaspismos,9.906037523065134,24
1422,Convenciones,Inversiones,9.906034815733356,23
1423,Comparándola,negociándola,9.90603107942181,24
1424,Interuniversitaire,Europafortaleza,9.905982948601695,33
1425,Sheperdstown,EuropeaIzquierda,9.905927984707398,28
1426,Matabeleland,Matabelelandia,9.905880998904665,26
1427,Edimburgo,Brandemburgo,9.90587807419928,21
1428,disfuncionamientos,Höhereinstufungen,9.905870799500766,35
1429,Europafortaleza,Proporcionales,9.905852791246378,29
1430,Propondría,Macedonia,9.90583005262619,19
1431,preabolicionista,socioeconómicio,9.905828798370974,31
1432,Höhereinstufungen,EuropeaIzquierda,9.905811271807822,33
1433,overstretching,Schweigepflicht,9.90577801453823,29
1434,Lalumière,Boumediene,9.905767604022984,19
1435,nospecialfee,toxicodependencia,9.905757352559663,29
1436,EuropeaIzquierda,liberalizadores,9.905756782450315,31
1437,BasseNormandie,Interparlamentario,9.905738450057965,32
1438,Parlamento,Armamentos,9.90571178744515,20
1439,Moratinos,Matosinhos,9.90570296302475,19
1440,Diamantopoulou,Koulourianos,9.905686347832319,26
1441,Interuniversitaire,Thermonuclear,9.905680530331063,31
1442,Wilhelmshaven,Intergubernamentales,9.905664501301366,33
1443,Involucremos,Armonizaremos,9.905642124427207,25
1444,francoalemana,LIFENaturaleza,9.905633848597175,27
1445,Observatorio,Aniversario,9.905632807985153,23
1446,BadenWürttemberg,nongovernmental,9.905625856779732,31
1447,Intergubernamental,Møllergårdens,9.905596356495636,31
1448,DuffVoggenhuber,Intergubernamental,9.905582048265224,33
1449,intendencia,Presidencia,9.90553821036347,22
1450,BadenWürttemberg,BoumedienneThiery,9.90553346606615,33
1451,acuerdomarco,SurEuropaAtlántico,9.905529059074462,30
1452,directivamarco,conveniomarco,9.905501561558939,27
1453,Mobiliarios,Debilitaría,9.905477722705783,22
1454,Interraciales,Vicepresidencia,9.905461164836497,28
1455,Frankenbouff,QuisthoudtRowohl,9.905446489153572,28
1456,SrComisario,Tributario,9.90544018961258,21
1457,Interuniversitaire,Interparlamentario,9.905348132896549,36
1458,monitoring,mainstreaming,9.905312237780137,23
1459,Papayannakis,Mastorakis,9.905269422343196,22
1460,CristianoDemócrata,Presupuestaria,9.905248628003543,32
1461,Directiva,Directivo,9.905230344212548,18
1462,francoalemana,directivamarco,9.905228765048236,27
1463,Florencia,Emergencia,9.90522101000785,19
1464,toxicodependencia,GarciaOrcoyen,9.905189340114353,30
1465,Centenares,Occidentales,9.905185544974257,22
1466,Encefalopatía,EuropaIzquierda,9.905170281812444,28
1467,Presidencias,Excelencia,9.9051680361189,22
1468,Ejecutiva,Ejecutivo,9.90514412194612,18
1469,Interparlamentaria,francoalemana,9.905142286357474,31
1470,EuropaIzquierda,Rechtsakademie,9.905137283470292,29
1471,Interuniversitaire,SurEuropaAtlántico,9.905127543944888,36
1472,bruselense,vengeance,9.905104628163691,19
1473,Presupuestaria,Presupuestos,9.905085765561283,26
1474,Sudamérica,UESudáfrica,9.905068115525463,21
1475,toxicodependencia,Höhereinstufungen,9.905030617122737,34
1476,Babitski,Vranitzky,9.905018107583208,17
1477,Vranitzky,Babitzky,9.905018107583208,17
1478,Babitsky,Vranitzky,9.905018107583208,17
1479,Presupuestaria,Europafortaleza,9.90496920620461,29
1480,Secretaria,Paritaria,9.90496326415373,19
1481,Paritaria,Secretaría,9.90496326415373,19
1482,SOSDemocracia,Institucionales,9.904957612105726,28
1483,Paciencia,Infancia,9.904955084997539,17
1484,Virrankoski,Khmelnitsky,9.904941014792133,22
1485,Wolverhampton,Interparlamentaria,9.904934216300243,31
1486,Centroamérica,Centroafricana,9.904924402580724,27
1487,Toxicomanías,conveniomarco,9.904901756826174,25
1488,Subsahariana,Voluntariado,9.904891427297683,24
1489,EuropeaIzquierda,CristianoDemócrata,9.90488770481942,34
1490,Olímpicos,Políticos,9.904842817567465,18
1491,transregional,reponderación,9.904838593903504,26
1492,Presidencias,Coherencia,9.9048274079808,22
1493,Territoriales,Interparlamentaria,9.90482368651251,31
1494,Exteriores,Cuestores,9.904808852194316,19
1495,subscriba,subscribo,9.904788628665326,18
1496,Instancia,Florencia,9.904788193721597,18
1497,Pensionistas,Organization,9.90472288661556,24
1498,desfiscalización,Institucionales,9.904662454338489,31
1499,Económicos,Británicos,9.904615213106421,20
1500,Intervendría,Matabelelandia,9.904602544606435,26
1501,VodafoneMannesmann,LanguedocRoussillon,9.904565826858118,37
1502,SrComisario,Veterinaria,9.904548008742811,22
1503,Estrasburgo,Edimburgo,9.904546607321015,20
1504,Setecientos,Parlamentos,9.904545106757412,22
1505,QuisthoudtRowohl,Cederschiöld,9.904540049897744,28
1506,Managementknow,Mainstreaming,9.904509980801263,27
1507,noalineación,constitución,9.904467736391343,24
1508,Regular,Singular,9.904463862073584,15
1509,francoalemana,Intergubernamentales,9.904456182660418,33
1510,oprimiéndola,excusándome,9.904451520487218,23
1511,BoumedienneThiery,Euromediterráneo,9.904440526503473,33
1512,implementation,Wolverhampton,9.904427103795783,27
1513,obstaculación,megaoperación,9.904389858568326,26
1514,Wolverhampton,EuropeaIzquierda,9.904353554315659,29
1515,KreisslDörfler,CreutzfeldtJacob,9.904352909654667,30
1516,Consumidores,Trabajadores,9.904344374947096,24
1517,Trabajadores,liberalizadores,9.904328196807203,27
1518,America,América,9.904322198474853,14
1519,Papayannakis,Bankgeheimnis,9.904283865108676,25
1520,Documento,Instrumento,9.904275804708162,20
1521,Consumidores,liberalizadores,9.904269986268279,27
1522,EuropeaTúnez,HelmsBurton,9.904262986033423,23
1523,Vallelelersundi,toxicodependencia,9.904256696343662,32
1524,Legislativo,Dispositivo,9.90424797580048,22
1525,Ecevit,Etzevit,9.904232099827702,13
1526,Alyssandrakis,Institucionales,9.904215184742647,28
1527,Enseñanza,Irlandesa,9.904210942433616,18
1528,Matabelelandia,Complementariedad,9.904194821284285,31
1529,Frederiksen,Contradicen,9.90418034451655,22
1530,Convengo,Intervengo,9.904163986457688,18
1531,implementation,judeocristiano,9.904134339185646,28
1532,KreisslDörfler,Europafortaleza,9.904122521722382,29
1533,abastecimiento,Medioambiente,9.904120925171148,27
1534,LanguedocRoussillon,EuropaIzquierda,9.904107346626379,34
1535,Representante,Medioambiente,9.904061671381628,26
1536,SrComisario,Monetarios,9.904045850783623,21
1537,Interamericana,Interparlamentaria,9.904024352001358,32
1538,Scoreboard,Gebhardt,9.904022618602049,18
1539,Secretario,Monetaria,9.90402223226949,19
1540,implementation,administration,9.904019293316802,28
1541,SOSDemocracia,CristianoDemócrata,9.903984656433181,31
1542,disfuncionamientos,Complementariedad,9.903974457447156,35
1543,Complementariedad,Managementknow,9.903968348138138,31
1544,implementation,euromediteránea,9.903948853708426,29
1545,Stimmbürgerschaft,DuffVoggenhuber,9.903936809915514,32
1546,Daguestán,Kirguizstán,9.903902351319523,20
1547,Instaría,Comisaria,9.903898708352818,17
1548,BruselasAmsterdam,Socialdemócratas,9.903876111497796,33
1549,judeocristiano,Encefalopatía,9.903870692902792,27
1550,Democracias,Presidencias,9.903866772243061,23
1551,Rechtsakademie,Vicepresidente,9.903802374791255,28
1552,Majestad,Lipstadt,9.903789683575404,16
1553,Vallersundi,Vallelelersundi,9.90377379959851,26
1554,preabolicionista,Pensionistas,9.903764089827815,28
1555,QuisthoudtRowohl,carreteraferrocarril,9.903743612181962,36
1556,Culturales,Tribunales,9.903732453469766,20
1557,Conclusiones,Inspecciones,9.903701493266588,24
1558,CristianoDemócrata,Alyssandrakis,9.90367575948113,31
1559,Robinson,Parkinson,9.903662460877733,17
1560,Souladakis,Androlakis,9.903640521868354,20
1561,Interamericana,euromediteránea,9.903633448163257,29
1562,KreisslDörfler,Polluterpays,9.90362619037353,26
1563,Coherencia,intendencia,9.903621441096135,21
1564,Norte,Corte,9.90361696261457,10
1565,Olsson,Nelson,9.903603331990338,12
1566,Territorios,Observatorio,9.903593066756049,23
1567,VodafoneMannesmann,Stimmbürgerschaft,9.903585563674813,35
1568,Escandinavia,Voluntariado,9.903579567774992,24
1569,Esterlina,Paasilinna,9.90354568595625,19
1570,noalineación,asociación,9.903544454174451,22
1571,Intellectual,Intelectual,9.903501329348463,23
1572,Procedencia,Emergencia,9.903489648840408,21
1573,Sájarov,Sajárov,9.903464582931512,14
1574,implementation,descubrimiento,9.903464237710303,28
1575,federador,Emperador,9.903436679867998,18
1576,Encefalopatía,Escandinavia,9.903430818035236,25
1577,Complementariedad,nongovernmental,9.90340545667448,32
1578,EuropeaIzquierda,Gobernadores,9.903380145290967,28
1579,Directiva,Perspectiva,9.90336361155246,20
1580,LIFENaturaleza,CristianoDemócrata,9.903352118417173,32
1581,Emergencia,Presidencia,9.903333031025776,21
1582,Complementariedad,EuropeaIzquierda,9.903322422913321,33
1583,Socialdemócratas,liberalizadores,9.90327920797699,31
1584,KreisslDörfler,Düsseldorf,9.90327854560701,24
1585,Reglamento,Armamentos,9.903268665051833,20
1586,HamburgoCopenhague,Wolverhampton,9.903266743874418,31
1587,asociación,gobernación,9.903258267826816,21
1588,preabolicionista,Papayannakis,9.903235059802139,28
1589,Tribunales,Naturaleza,9.903224242414964,20
1590,Instancia,Valenciana,9.903220056823498,19
1591,Södermann,Bertelsmann,9.903219767009121,20
1592,LIFENaturaleza,Intergubernamentales,9.903213099223375,34
1593,nongovernmental,Interparlamentaria,9.903212466250753,33
1594,Schörling,Scharping,9.903210461454863,18
1595,Plenaria,Instaría,9.903177897632172,16
1596,Centrales,Occidentales,9.903119045216638,21
1597,Quetzalcoatl,Latinoamericano,9.903096231128533,27
1598,implementation,francoalemana,9.903084393326843,27
1599,francoalemana,Matabelelandia,9.903077575382337,27
1600,francoalemana,escandinavia,9.903068721144507,25
1601,Liberales,Sugiérales,9.903066853102786,19
1602,Wolverhampton,Diamantopoulou,9.9030498843487,27
1603,anticipándome,euromediteránea,9.903040577768111,28
1604,Managementknow,PSEVertsALEGUENGL,9.903040398852195,31
1605,Herzogenrath,Quetzalcoatl,9.903027606085535,24
1606,Koulourianos,CristianoDemócrata,9.903020988839756,30
1607,Bondevik,Milosevic,9.903016039862813,17
1608,Wolverhampton,SurEuropaAtlántico,9.90300146750673,31
1609,Conferencia,Vicepresidencia,9.902987067270852,26
1610,Instituciones,Associazione,9.902967752811808,25
1611,circunscribiera,Wohlfahrtsverbände,9.902966904965094,33
1612,CristianoDemócrata,directivamarco,9.902945783555333,32
1613,Interparlamentario,Presupuestario,9.902945550164844,32
1614,Subsecretario,Parlamentario,9.902941503814779,26
1615,KLMAlitalia,Comunitaria,9.902935054957704,22
1616,Centenares,Representante,9.902928131754111,23
1617,Balcánica,Grazanica,9.902890808646633,18
1618,CALEIDOSCOPIO,Encefalopatía,9.902884927848932,26
1619,Encefalopatía,Caleidoscopio,9.902884927848932,26
1620,Marketing,Poettering,9.902867641041004,19
1621,Frankenbouff,Scarborough,9.902849064532901,23
1622,judeocristiano,escandinavia,9.902823392171054,26
1623,Comunitaria,Secretaria,9.902821900386257,21
1624,Comunitaria,Secretaría,9.902821900386257,21
1625,Secretaria,Monetarios,9.902802650488432,20
1626,Monetarios,Secretaria,9.902802650488432,20
1627,Association,Plantation,9.902795108516655,21
1628,Nórdicos,Médicos,9.90279477700826,15
1629,Interuniversitaire,Interamericana,9.902786559269888,32
1630,Latinoamericano,Euroatlántica,9.902777358831472,28
1631,Euroatlántica,Sindicatos,9.902769920800358,23
1632,CristianoDemócrata,espantapájaros,9.90275077721311,32
1633,Latinoamericano,Toxicomanías,9.902741906012833,27
1634,BasseNormandie,Transdniéster,9.902708866635466,27
1635,Perspectiva,Federativa,9.902706035478063,21
1636,Hipócrates,Demócratas,9.902698812256519,20
1637,EuropeaIzquierda,Consumidores,9.902656998703064,28
1638,mainstreaming,VodafoneMannesmann,9.902649302037796,31
1639,confrontándola,excusándome,9.902622667431233,25
1640,BoumedienneThiery,EuropaIzquierda,9.902606496046056,32
1641,Suazilandia,Finlandia,9.902591682811025,20
1642,Euromediterráneo,EuropeaIzquierda,9.902568673726254,32
1643,Violencia,Emergencia,9.902564305375204,19
1644,Stimmbürgerschaft,Handlungsbedarf,9.902560754200108,32
1645,Sindicatos,Hispanoamérica,9.902547072479361,24
1646,Culminemos,Esmerémonos,9.902546749317088,21
1647,Pesidencia,Instancia,9.902544903848252,19
1648,Transeuropea,superEuropa,9.902532998257456,23
1649,Bankpersonal,Profesional,9.902460375227184,23
1650,Dimitrios,Comisarios,9.902446612668275,19
1651,Holandesas,Geberlandes,9.90242131246582,21
1652,éticojurídico,políticoeconómico,9.902405630065886,30
1653,Tendencia,Procedencia,9.902382508016187,20
1654,Europafortaleza,BruselasAmsterdam,9.902379731458435,32
1655,Centroafricana,Latinoamérica,9.902347201024833,27
1656,Rechtsakademie,BoumedieneThiery,9.902345207431779,30
1657,Democracias,Institucionales,9.902317204891421,26
1658,Nordeste,Noreste,9.902293965773193,15
1659,Wohlfahrtsverbände,LIFENaturaleza,9.90228654353872,32
1660,Associazione,Buttiglione,9.902265497771559,23
1661,Comisario,Comisarios,9.902259042396096,19
1662,Liechtenstein,Vicepresidente,9.902225324390987,27
1663,Vicepresidenta,Recapaciten,9.902224876749543,25
1664,Británicos,Británico,9.902188848638437,19
1665,Habsburgo,Estrasburgo,9.902182375719345,20
1666,Interparlamentario,HamburgoCopenhague,9.9021812625268,36
1667,Ulisses,Ulises,9.902138789042882,13
1668,cohabitation,judeocristiano,9.902136878375698,26
1669,ParísStGermain,euromediteránea,9.902127944435941,29
1670,BoumedienneThiery,HamburgoCopenhague,9.902102835322328,35
1671,Institucionales,Interuniversitaire,9.902093957996934,33
1672,governments,Developments,9.90207457419151,23
1673,Documento,Reglamento,9.90207155357385,19
1674,Information,Plantation,9.902044780569874,21
1675,Michele,Scheele,9.90204216559457,14
1676,Culminemos,Matosinhos,9.90203665340886,20
1677,francoalemana,conveniomarco,9.901989322698409,26
1678,Veterinaria,Monetaria,9.901968172035824,20
1679,Pesidencia,providencia,9.901957912168312,21
1680,Tempestades,Vicepresidenta,9.901949251025023,25
1681,judeocristiano,conveniomarco,9.90193939812253,27
1682,Institucionales,homgeneización,9.90193530311181,29
1683,Económicos,Olímpicos,9.901932388454151,19
1684,Distorsiona,Association,9.90193091917439,22
1685,Pensionistas,Laboristas,9.901887344800377,22
1686,Subvencionar,Bankpersonal,9.901878831025643,24
1687,Veterinaria,Observatorio,9.901861705456618,23
1688,acuerdomarco,euromediteránea,9.9018555059828,27
1689,Tempestades,LifePaíses,9.90184028660299,21
1690,MatikainenKallström,Interuniversitaire,9.901787077774701,37
1691,EuropaIzquierda,liberalizadores,9.90172403643616,30
1692,Crossborder,KreissDörfler,9.901722693011306,24
1693,LIFENaturaleza,Papayannakis,9.901721973879155,26
1694,LanguedocRoussillon,QuisthoudtRowohl,9.901683742275203,35
1695,CristianoDemócrata,circunscribiera,9.901675480598321,33
1696,judeocristiano,Latinoamericano,9.901659928343786,29
1697,EuropaIzquierda,CristianoDemócrata,9.901638810770095,33
1698,nongovernmental,Managementknow,9.90162840739367,29
1699,Países,Grises,9.90162053519805,12
1700,ateniéndome,Haciéndome,9.901600859510253,21
1701,Finanzminister,Interuniversitaire,9.901596507740006,32
1702,Belgrado,Integrado,9.901586344212749,17
1703,Constitucional,transregional,9.901572007119611,27
1704,Bahía,Della,9.901566180229928,10
1705,HamburgoCopenhague,Stimmbürgerschaft,9.901518758065698,35
1706,Interuniversitaire,Schweigepflicht,9.901513198827761,33
1707,Emergencia,Tendencia,9.901490226061771,19
1708,Stimmbürgerschaft,Steuereintreiber,9.901489053032648,33
1709,Alyssandrakis,Interuniversitaire,9.90148598146529,31
1710,Chamberlain,Wilhelmshaven,9.9014580309172,24
1711,Tempestades,Gobernadores,9.901425892810071,23
1712,Europafortaleza,Gobernadores,9.901410305206324,27
1713,Presidente,Vicepresidente,9.901388686978141,24
1714,Matabelelandia,Atxalandabaso,9.901369896105939,27
1715,nachweislichen,Schweigepflicht,9.901367051224321,29
1716,Wolverhampton,BruselasAmsterdam,9.901346562485227,30
1717,Tempestades,Indicadores,9.901337794507057,22
1718,Gutiérrez,Guterres,9.901309422291288,17
1719,Paritaria,Debilitaría,9.901302490565268,20
1720,Vicepresidencia,GarciaOrcoyen,9.901297072615598,28
1721,Stenmarck,Stockmann,9.901240085630992,18
1722,SurEuropaAtlántico,BruselasAmsterdam,9.90121602368965,35
1723,Interamericana,Interparlamentario,9.901215457909815,32
1724,EuropeaIzquierda,Polluterpays,9.901197208792976,28
1725,Intergubernamentales,Beaconsfield,9.901187971548266,32
1726,Polluterpays,EuropaIzquierda,9.90117547488226,27
1727,Occidente,Incoherente,9.901162808995016,20
1728,VodafoneMannesmann,Kitzsteinhorn,9.901110196850366,31
1729,turcochipriota,CristianoDemócrata,9.901097113621981,32
1730,Democracias,Instituciones,9.901068345883349,24
1731,Cosette,Annette,9.901066670680033,14
1732,Diputado,Diputada,9.901065531002796,16
1733,Distorsiona,Associazione,9.901057694185255,23
1734,Secretario,Comunitario,9.901050908606384,21
1735,KreisslDörfler,Crossborder,9.901034879031837,25
1736,Afganistán,Daguestán,9.901013408506243,19
1737,Gobernadores,Wohlfahrtsverbände,9.900998479895199,30
1738,gobernación,concepción,9.900993092584818,21
1739,Matosinhos,Convenimos,9.900991125708456,20
1740,Habsburgo,Luxemburgo,9.900959326326523,19
1741,Frankenbouff,BadenWürttemberg,9.900941946057184,28
1742,Escandinavia,Intervendría,9.900935955826087,24
1743,Constitucionales,Subvencionar,9.90093519684356,28
1744,MatikainenKallström,BoumedienneThiery,9.900922605689226,36
1745,Comisaria,Debilitaría,9.900889939280262,20
1746,Excelencia,Tendencia,9.900886206066806,19
1747,jurídicoadministrativa,políticoeconómico,9.90086171848339,39
1748,Mastorakis,Alyssandrakis,9.900842780228402,23
1749,implementation,cohabitation,9.900820650001567,26
1750,KreissDörfler,Düsseldorf,9.900807415913967,23
1751,Estadonación,Subvencionar,9.900780101314545,24
1752,Comisarios,Comunitario,9.900743275063553,21
1753,Wolverhampton,Presupuestario,9.900734436239222,27
1754,Fundamentales,Experimental,9.900730172759216,25
1755,Mainstreaming,Bertelsmann,9.900725438493243,24
1756,Subsahariana,Comunitaria,9.9007159578967,23
1757,Presupuestaria,Wolverhampton,9.900715628663717,27
1758,Cristianos,Comisarios,9.900644085877026,20
1759,homgeneización,preotección,9.900628657386436,25
1760,homgeneización,desapariciçón,9.900628101536583,27
1761,Stimmbürgerschaft,Interuniversitaire,9.90062025394957,35
1762,Vicepresidencia,Vallelelersundi,9.90061820255688,30
1763,VodafoneMannesmann,Managementknow,9.900613420051945,32
1764,megaoperación,transregional,9.900577008293698,26
1765,LanguedocRoussillon,BushillMatthews,9.900576704028138,34
1766,Gusinsky,Helsinki,9.900567386684502,16
1767,Beaconsfield,Höhereinstufungen,9.900565900803343,29
1768,Veterinaria,Permitirían,9.900565333794408,22
1769,Vallelelersundi,BruselasAmsterdam,9.900545029587288,32
1770,Norteamérica,Interamericana,9.900542541830546,26
1771,GarciaOrcoyen,Vallelelersundi,9.900533141560622,28
1772,Esterlina,Paasolinna,9.900530797710093,19
1773,SrComisario,Humanitaria,9.900524398510687,22
1774,CristianoDemócrata,Latinoamericano,9.900487922821705,33
1775,ParísStGermain,Chamberlain,9.900485742502703,25
1776,Comisarios,Comisaria,9.900473826071481,19
1777,Morningstar,Mainstreaming,9.900472346031652,24
1778,negociándola,oprimiéndola,9.900466211106982,24
1779,Encefalopatía,EuropeaIzquierda,9.900454231505783,29
1780,Socialdemócratas,EuropeaSuiza,9.900449055452077,28
1781,Subvencionar,Institucionales,9.900442465856791,27
1782,Subsecretario,Aniversario,9.900429289761233,24
1783,Conservadores,Geberlandes,9.900420264879404,24
1784,EuropeaIzquierda,Beaconsfield,9.90041827944593,28
1785,descubrimiento,Medioambiente,9.900407488911709,27
1786,Encárgueles,Aristóteles,9.900391663002473,22
1787,Thermonuclear,Handlungsbedarf,9.900382852414255,28
1788,Legislativo,Indicativo,9.900365200090226,21
1789,sobrecomercialización,obstaculación,9.90034284578558,34
1790,Mainstreaming,Kuomintang,9.900325178439854,23
1791,Kwomintang,Mainstreaming,9.900325178439854,23
1792,preotección,concepción,9.900318851964546,21
1793,Beaconsfield,Handlungsbedarf,9.90030864479163,27
1794,Vitoria,Historia,9.900306329835209,15
1795,Nogueira,Perreira,9.900295948965404,16
1796,Bertelsmann,Interamericana,9.900251713912603,25
1797,Tempestades,Transportes,9.900241673064908,22
1798,Centroamérica,SurEuropaAtlántico,9.900240825263193,31
1799,administration,preabolicionista,9.90019344282209,30
1800,Conservadores,Supervisora,9.90018827018717,24
1801,González,Generales,9.900174543987774,17
